,,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
296,Riyad Mahrez,,dz ALG,FW,Manchester City,31-030,1991,13.5,10,46,17,37,3.41,1.26,0.13,0.35,17.4,5,4,4,8.2,5.2,0.11,1.8,0.8,Matches
297,Ainsley Maitland-Niles,,eng ENG,MF,Arsenal,24-206,1997,3,0,2,0,0,0.67,0,0,,26.5,0,0,0,0,0,0.02,0,0,Matches
298,Sadio Mane,,sn SEN,FW,Liverpool,29-347,1992,24.7,12,82,30,36.6,3.31,1.21,0.15,0.4,12.9,0,0,0,14.4,14.4,0.18,-2.4,-2.4,Matches
299,Javier Manquillo,,es ESP,DF,Newcastle Utd,27-322,1994,13.3,1,4,2,50,0.3,0.15,0.25,0.5,15.5,0,0,0,0.5,0.5,0.12,0.5,0.5,Matches
300,Fernando Marcal,,br BRA,DF,Wolves,33-032,1989,14.2,0,11,1,9.1,0.78,0.07,0,0,22.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
301,Solly March,,eng ENG,DFFW,Brighton,27-246,1994,13.8,0,16,8,50,1.16,0.58,0,0,17.1,2,0,0,1,1,0.06,-1,-1,Matches
302,Pablo Mari,,es ESP,DF,Arsenal,28-204,1993,2,0,1,0,0,0.5,0,0,,4.1,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
303,Anthony Martial,,fr FRA,FW,Manchester Utd,26-108,1995,2.4,1,5,2,40,2.12,0.85,0.2,0.5,12.3,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
304,Martinelli,,br BRA,FWMF,Arsenal,20-278,2001,13.8,5,35,10,28.6,2.53,0.72,0.14,0.5,14.5,0,0,0,4.3,4.3,0.12,0.7,0.7,Matches
305,Emiliano Martinez,,ar ARG,GK,Aston Villa,29-202,1992,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
306,Adam Masina,,ma MAR,DF,Watford,28-080,1994,9.6,0,4,0,0,0.42,0,0,,14.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
307,Arthur Masuaku,,cd COD,DFFW,West Ham,28-136,1993,6.2,1,3,1,33.3,0.48,0.16,0.33,1,28.3,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
308,Jean-Philippe Mateta,,fr FRA,FW,Crystal Palace,24-268,1997,7.2,3,17,10,58.8,2.35,1.38,0.18,0.3,10.7,0,0,0,2.5,2.5,0.15,0.5,0.5,Matches
309,Nemanja Matic,,rs SRB,MF,Manchester Utd,33-234,1988,10.2,0,5,1,20,0.49,0.1,0,0,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
310,Joel Matip,,cm CMR,DF,Liverpool,30-227,1991,23,1,25,4,16,1.09,0.17,0.04,0.25,8.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
311,Neal Maupay,,fr FRA,FW,Brighton,25-221,1996,22.7,8,50,13,26,2.2,0.57,0.14,0.54,15.9,0,1,1,6.2,5.4,0.11,1.8,1.6,Matches
312,Bryan Mbeumo,,fr FRA,FWMF,Brentford,22-228,1999,24.8,3,52,11,21.2,2.1,0.44,0.04,0.18,16.7,3,1,1,7.1,6.4,0.12,-4.1,-4.4,Matches
313,James McArthur,,sct SCO,MF,Crystal Palace,34-167,1987,12.9,0,7,2,28.6,0.54,0.15,0,0,21.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
314,James Mcatee,,eng ENG,MFFW,Manchester City,19-156,2002,0.2,0,1,0,0,4.5,0,0,,13,0,0,0,0,0,0.04,0,0,Matches
315,Kasey McAteer,,eng ENG,FW,Leicester City,20-121,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
316,Liam McCarron,,sct SCO,FW,Leeds United,21-016,2001,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
317,Alex McCarthy,,eng ENG,GK,Southampton,32-110,1989,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
318,John McGinn,,sct SCO,MF,Aston Villa,27-156,1994,25.3,3,33,8,24.2,1.3,0.32,0.09,0.38,23.2,0,0,0,1.3,1.3,0.04,1.7,1.7,Matches
319,Stuart McKinstry,,sct SCO,MF,Leeds United,19-186,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
320,Kenny McLean,,sct SCO,MF,Norwich City,30-074,1992,26.3,1,31,6,19.4,1.18,0.23,0.03,0.17,18.3,0,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
321,Dwight McNeil,,eng ENG,MF,Burnley,22-121,1999,26,0,34,10,29.4,1.31,0.38,0,0,22.4,2,0,0,1.6,1.6,0.05,-1.6,-1.6,Matches
322,Scott McTominay,,sct SCO,MF,Manchester Utd,25-105,1996,20.9,1,21,5,23.8,1,0.24,0.05,0.2,22.2,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
323,Ben Mee,,eng ENG,DF,Burnley,32-181,1989,20.4,3,18,4,22.2,0.88,0.2,0.17,0.75,8,0,0,0,1.8,1.8,0.11,1.2,1.2,Matches
324,Benjamin Mendy,,fr FRA,DF,Manchester City,27-249,1994,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
325,Edouard Mendy,,sn SEN,GK,Chelsea,30-022,1992,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
326,Nampalys Mendy,,sn SEN,MF,Leicester City,29-273,1992,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
327,Illan Meslier,,fr FRA,GK,Leeds United,22-021,2000,29.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
328,Luka Milivojevic,,rs SRB,MF,Crystal Palace,30-350,1991,7.2,0,8,0,0,1.1,0,0,,26.5,4,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
329,James Milner,,eng ENG,MFDF,Liverpool,36-078,1986,7.1,0,7,1,14.3,0.99,0.14,0,0,22,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
330,Yerry Mina,,co COL,DF,Everton,27-181,1994,7.2,0,5,0,0,0.69,0,0,,8.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
331,Takumi Minamino,,jp JPN,FWMF,Liverpool,27-066,1995,1.1,2,3,2,66.7,2.81,1.87,0.67,1,10,0,0,0,1.5,1.5,0.5,0.5,0.5,Matches
332,Tyrone Mings,,eng ENG,DF,Aston Villa,29-010,1993,26.4,1,18,5,27.8,0.68,0.19,0.06,0.2,13.2,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
333,Tyrick Mitchell,,eng ENG,DF,Crystal Palace,22-203,1999,28.9,0,4,1,25,0.14,0.03,0,0,15.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
334,Jakub Moder,,pl POL,MFFW,Brighton,22-350,1999,18.8,0,28,6,21.4,1.49,0.32,0,0,16.5,2,0,0,2.4,2.4,0.09,-2.4,-2.4,Matches
335,Wesley Moraes,,br BRA,FW,Aston Villa,25-117,1996,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
336,Tyler Morton,,eng ENG,MF,Liverpool,19-143,2002,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
337,Mason Mount,,eng ENG,MFFW,Chelsea,23-072,1999,18.5,8,48,21,43.8,2.59,1.13,0.15,0.33,17.4,6,1,1,6.7,6,0.12,1.3,1,Matches
338,Lucas Moura,,br BRA,FWMF,Tottenham,29-222,1992,17.1,2,34,11,32.4,1.99,0.64,0.06,0.18,15.5,0,0,0,3.3,3.3,0.1,-1.3,-1.3,Matches
339,Joao Moutinho,,pt POR,MF,Wolves,35-196,1986,25.1,2,15,7,46.7,0.6,0.28,0.13,0.29,24,3,0,0,0.8,0.8,0.06,1.2,1.2,Matches
340,Bali Mumba,,eng ENG,DF,Norwich City,20-166,2001,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
341,Jacob Murphy,,eng ENG,DFFW,Newcastle Utd,27-027,1995,13.5,1,25,5,20,1.85,0.37,0.04,0.2,20.2,1,0,0,2.1,2.1,0.08,-1.1,-1.1,Matches
342,Enock Mwepu,,zm ZAM,MF,Brighton,24-081,1998,7.1,1,10,3,30,1.41,0.42,0.1,0.33,16.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,Matches
343,Vitaliy Mykolenko,,ua UKR,DF,Everton,22-298,1999,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
344,Marvelous Nakamba,,zw ZIM,MF,Aston Villa,28-063,1994,8.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
345,Wilfred Ndidi,,ng NGA,MFDF,Leicester City,25-097,1996,18,0,15,4,26.7,0.83,0.22,0,0,18,0,0,0,1,1,0.07,-1,-1,Matches
346,Tanguy Ndombele,,fr FRA,MF,Tottenham,25-085,1996,5.4,1,9,3,33.3,1.67,0.56,0.11,0.33,17.3,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches
347,Reiss Nelson,,eng ENG,FW,Arsenal,22-103,1999,0.2,0,1,0,0,4.5,0,0,,18,0,0,0,0,0,0.04,0,0,Matches
348,Pedro Neto,,pt POR,MFFW,Wolves,22-014,2000,1.5,0,5,1,20,3.38,0.68,0,0,19,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
349,Ruben Neves,,pt POR,MF,Wolves,25-010,1997,25.2,4,38,15,39.5,1.51,0.59,0.11,0.27,26.1,4,0,0,1.1,1.1,0.03,2.9,2.9,Matches
350,Jeremy Ngakia,,eng ENG,DF,Watford,21-197,2000,7,0,4,0,0,0.57,0,0,,27.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
351,Saul Niguez,,es ESP,DFMF,Chelsea,27-122,1994,3.8,0,2,1,50,0.52,0.26,0,0,14,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
352,Eddie Nketiah,,eng ENG,FWMF,Arsenal,22-297,1999,1.4,0,2,0,0,1.44,0,0,,11.6,0,0,0,0.4,0.4,0.2,-0.4,-0.4,Matches
353,Nicolas Nkoulou,,cm CMR,DF,Watford,31-361,1990,1.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
354,Mark Noble,,eng ENG,MF,West Ham,34-319,1987,1.4,1,0,0,,0,0,,,,0,1,2,1.5,0,,-0.5,0,Matches
355,Mathias Normann,,no NOR,MF,Norwich City,25-299,1996,11.9,1,19,5,26.3,1.6,0.42,0.05,0.2,27.3,5,0,0,0.8,0.8,0.04,0.2,0.2,Matches
356,Christian Norgaard,,dk DEN,MF,Brentford,28-013,1994,28.2,2,24,7,29.2,0.85,0.25,0.08,0.29,13.8,0,0,0,2.8,2.8,0.12,-0.8,-0.8,Matches
357,Angelo Ogbonna,,it ITA,DF,West Ham,33-304,1988,10.2,1,3,1,33.3,0.29,0.1,0.33,1,11.1,0,0,0,0.3,0.3,0.09,0.7,0.7,Matches
358,Michael Olise,,fr FRA,FWMF,Crystal Palace,20-101,2001,10.8,2,17,9,52.9,1.58,0.83,0.12,0.22,17.3,2,0,0,1.2,1.2,0.07,0.8,0.8,Matches
359,Andrew Omobamidele,,ie IRL,DF,Norwich City,19-273,2002,4.2,1,2,1,50,0.47,0.24,0.5,1,6.5,0,0,0,0.3,0.3,0.17,0.7,0.7,Matches
360,Tyler Onyango,,eng ENG,MFFW,Everton,19-019,2003,0.3,0,1,0,0,3.21,0,0,,11,0,0,0,0,0,0.03,0,0,Matches
361,Frank Onyeka,,ng NGA,MF,Brentford,24-081,1998,11.6,0,16,5,31.3,1.38,0.43,0,0,17.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
362,Divock Origi,,be BEL,FW,Liverpool,26-339,1995,0.8,2,8,4,50,9.47,4.74,0.25,0.5,16,0,0,0,0.8,0.8,0.11,1.2,1.2,Matches
363,Alex Oxlade-Chamberlain,,eng ENG,MFFW,Liverpool,28-220,1993,8.7,2,21,3,14.3,2.41,0.34,0.1,0.67,20.3,0,0,0,1.2,1.2,0.06,0.8,0.8,Matches
364,Cole Palmer,,eng ENG,FWMF,Manchester City,19-321,2002,1.4,0,4,1,25,2.93,0.73,0,0,20.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
365,Emerson Palmieri,,it ITA,DF,Chelsea,27-232,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
366,Thomas Partey,,gh GHA,MF,Arsenal,28-283,1993,21.7,2,44,9,20.5,2.03,0.41,0.05,0.22,21.1,2,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
367,Joao Pedro,,br BRA,FWMF,Watford,20-178,2001,11.3,2,34,10,29.4,3,0.88,0.06,0.2,16,1,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
368,Nicolas Pepe,,ci CIV,FWMF,Arsenal,26-298,1995,6.7,1,19,6,31.6,2.83,0.89,0.05,0.17,15.4,3,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
369,Ricardo Pereira,,pt POR,DF,Leicester City,28-168,1993,9.8,1,9,2,22.2,0.92,0.2,0.11,0.5,15.6,0,0,0,0.7,0.7,0.07,0.3,0.3,Matches
370,Ayoze Perez,,es ESP,FWMF,Leicester City,28-243,1993,2.4,0,6,4,66.7,2.45,1.64,0,0,14.3,0,0,0,1,1,0.17,-1,-1,Matches
371,Sonny Perkins,,eng ENG,FW,West Ham,18-041,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
372,Romain Perraud,,fr FRA,DF,Southampton,24-182,1997,13.4,0,12,3,25,0.89,0.22,0,0,19.5,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
373,Kalvin Phillips,,eng ENG,MF,Leeds United,26-111,1995,11.1,0,12,2,16.7,1.08,0.18,0,0,24,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
374,Jaden Philogene Bidace,,eng ENG,FW,Aston Villa,19-309,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
375,Jordan Pickford,,eng ENG,GK,Everton,28-016,1994,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
376,Erik Pieters,,nl NED,DF,Burnley,33-228,1988,7.9,0,7,0,0,0.89,0,0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
377,Ethan Pinnock,,jm JAM,DF,Brentford,28-298,1993,27.7,1,18,8,44.4,0.65,0.29,0.06,0.13,9,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
378,Daniel Podence,,pt POR,FWMF,Wolves,26-153,1995,15.6,2,33,15,45.5,2.12,0.96,0.06,0.13,22.1,1,0,0,1.8,1.8,0.06,0.2,0.2,Matches
379,Paul Pogba,,fr FRA,MFFW,Manchester Utd,29-008,1993,12.6,1,30,6,20,2.37,0.47,0.03,0.17,17.1,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
380,Nick Pope,,eng ENG,GK,Burnley,29-338,1992,25,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
381,Teemu Pukki,,fi FIN,FW,Norwich City,31-359,1990,27.2,8,42,16,38.1,1.55,0.59,0.12,0.31,14.2,0,3,3,7.4,5.2,0.12,0.6,-0.2,Matches
382,Christian Pulisic,,us USA,MFFW,Chelsea,23-186,1998,10.5,4,16,8,50,1.52,0.76,0.25,0.5,10.4,0,0,0,3.6,3.6,0.22,0.4,0.4,Matches
383,Przemyslaw Placheta,,pl POL,FWMF,Norwich City,24-000,1998,4.9,0,7,6,85.7,1.42,1.22,0,0,16.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
384,Jesuran Rak Sakyi,,eng ENG,MF,Crystal Palace,19-169,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
385,Aaron Ramsdale,,eng ENG,GK,Arsenal,23-313,1998,24,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
386,Jacob Ramsey,,eng ENG,MF,Aston Villa,20-299,2001,21.4,6,28,9,32.1,1.31,0.42,0.21,0.67,17.9,0,0,0,3.1,3.1,0.11,2.9,2.9,Matches
387,Marcus Rashford,,eng ENG,FWMF,Manchester Utd,24-143,1997,10.4,4,19,10,52.6,1.82,0.96,0.21,0.4,17.5,1,0,0,2.3,2.3,0.12,1.7,1.7,Matches
388,Milot Rashica,,xk KVX,FWMF,Norwich City,25-268,1996,18,1,32,11,34.4,1.78,0.61,0.03,0.09,22.1,7,0,0,2,2,0.06,-1,-1,Matches
389,David Raya,,es ESP,GK,Brentford,26-189,1995,16,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
390,Nathan Redmond,,eng ENG,MFFW,Southampton,28-017,1994,15.1,0,20,6,30,1.33,0.4,0,0,19.7,1,0,0,1.8,1.8,0.09,-1.8,-1.8,Matches
391,Sergio Reguilon,,es ESP,DF,Tottenham,25-097,1996,19.5,2,20,8,40,1.03,0.41,0.1,0.25,14.7,0,0,0,3,3,0.15,-1,-1,Matches
392,Declan Rice,,eng ENG,MF,West Ham,23-068,1999,28,1,19,5,26.3,0.68,0.18,0.05,0.2,23.2,1,0,0,0.8,0.8,0.04,0.2,0.2,Matches
393,Taylor Richards,,eng ENG,MFFW,Brighton,21-109,2000,0.3,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.04,0,0,Matches
394,Richarlison,,br BRA,FWMF,Everton,24-317,1997,18.2,4,36,8,22.2,1.98,0.44,0.11,0.5,16.2,1,0,0,4.2,4.2,0.12,-0.2,-0.2,Matches
395,Jairo Riedewald,,nl NED,MF,Crystal Palace,25-195,1996,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
396,Matt Ritchie,,sct SCO,DF,Newcastle Utd,32-194,1989,14.6,0,10,3,30,0.68,0.2,0,0,22,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
397,Connor Roberts,,wls WAL,DF,Burnley,26-181,1995,10.2,0,3,1,33.3,0.29,0.1,0,0,23.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
398,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-070,1999,11,1,30,12,40,2.74,1.09,0.03,0.08,18.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
399,Andrew Robertson,,sct SCO,DF,Liverpool,28-012,1994,21.5,1,12,5,41.7,0.56,0.23,0.08,0.2,17.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
400,Joe Rodon,,wls WAL,DF,Tottenham,24-152,1997,0.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
401,Rodri,,es ESP,MF,Manchester City,25-274,1996,23.4,3,27,8,29.6,1.16,0.34,0.11,0.38,18.5,0,0,0,1.6,1.6,0.06,1.4,1.4,Matches
402,Rodrigo,,es ESP,MFFW,Leeds United,31-017,1991,18.1,5,41,14,34.1,2.27,0.77,0.1,0.29,19,0,1,1,3.9,3.1,0.08,1.1,0.9,Matches
403,Jay Rodriguez,,eng ENG,FW,Burnley,32-237,1989,10.5,1,27,6,22.2,2.57,0.57,0.04,0.17,16,0,0,0,2.5,2.5,0.09,-1.5,-1.5,Matches
404,Mads Roerslev,,dk DEN,DF,Brentford,22-272,1999,10.5,1,5,2,40,0.48,0.19,0.2,0.5,17.5,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
405,Cristian Romero,,ar ARG,DF,Tottenham,23-330,1998,14.5,1,5,2,40,0.35,0.14,0.2,0.5,14,0,0,0,0.6,0.6,0.11,0.4,0.4,Matches
406,Oriol Romeu,,es ESP,MF,Southampton,30-180,1991,25.7,1,21,3,14.3,0.82,0.12,0.05,0.33,23.3,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
407,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-046,1985,21.3,12,86,30,34.9,4.04,1.41,0.12,0.33,14.3,5,2,2,13.3,11.8,0.14,-1.3,-1.8,Matches
408,Salomon Rondon,,ve VEN,FW,Everton,32-188,1989,7.9,1,18,6,33.3,2.27,0.76,0.06,0.17,11.3,0,0,0,2,2,0.11,-1,-1,Matches
409,Danny Rose,,eng ENG,DF,Watford,31-264,1990,7.7,0,4,1,25,0.52,0.13,0,0,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
410,Jon Rowe,,eng ENG,FWMF,Norwich City,18-327,2003,1.2,0,2,1,50,1.73,0.87,0,0,17.8,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
411,Antonio Rudiger,,de GER,DF,Chelsea,29-020,1993,26,2,32,9,28.1,1.23,0.35,0.06,0.22,18.3,0,0,0,1.9,1.9,0.06,0.1,0.1,Matches
412,Lukas Rupp,,de GER,MF,Norwich City,31-074,1991,6.5,0,12,2,16.7,1.84,0.31,0,0,19.4,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
413,Jose Sa,,pt POR,GK,Wolves,29-065,1993,30,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
414,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-011,1997,22.7,5,49,20,40.8,2.16,0.88,0.1,0.25,18.6,0,0,0,4,4,0.08,1,1,Matches
415,Romain Saiss,,ma MAR,DF,Wolves,31-362,1990,27.4,2,15,6,40,0.55,0.22,0.13,0.33,12.6,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Matches
416,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-199,2001,23.7,9,68,23,33.8,2.87,0.97,0.13,0.39,16.2,0,0,0,6.3,6.3,0.09,2.7,2.7,Matches
417,Mohamed Salah,,eg EGY,FW,Liverpool,29-281,1992,25.1,20,110,43,39.1,4.38,1.71,0.14,0.35,15.6,1,5,6,18.9,14.1,0.13,1.1,0.9,Matches
418,Mohammed Salisu,,gh GHA,DF,Southampton,22-340,1999,26,0,22,8,36.4,0.85,0.31,0,0,11.2,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
419,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-152,1999,10.1,0,16,6,37.5,1.58,0.59,0,0,25.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
420,Davinson Sanchez,,co COL,DF,Tottenham,25-284,1996,14.8,2,12,3,25,0.81,0.2,0.17,0.67,6.1,0,0,0,2,2,0.17,0,0,Matches
421,Robert Sanchez,,es ESP,GK,Brighton,24-125,1997,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
422,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,21-363,2000,16.6,3,21,8,38.1,1.26,0.48,0.14,0.38,14.4,0,0,0,2.9,2.9,0.14,0.1,0.1,Matches
423,Morgan Sanson,,fr FRA,MF,Aston Villa,27-217,1994,3.2,0,1,0,0,0.32,0,0,,33.8,0,0,0,0,0,0.01,0,0,Matches
424,Samir Santos,,br BRA,DF,Watford,27-108,1994,11,0,5,2,40,0.46,0.18,0,0,9.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
425,Josh Sargent,,us USA,FWMF,Norwich City,22-031,2000,17.3,2,26,2,7.7,1.5,0.12,0.08,1,15.3,0,0,0,2.7,2.7,0.11,-0.7,-0.7,Matches
426,Jeremy Sarmiento,,ec ECU,FW,Brighton,19-280,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
427,Ismaila Sarr,,sn SEN,FWMF,Watford,24-026,1998,14.9,5,33,14,42.4,2.21,0.94,0.15,0.36,18.3,0,0,1,3.5,2.8,0.08,1.5,2.2,Matches
428,Malang Sarr,,fr FRA,DF,Chelsea,23-059,1999,4.7,0,1,0,0,0.21,0,0,,21.5,0,0,0,0,0,0.05,0,0,Matches
429,Dane Scarlett,,eng ENG,MF,Tottenham,17-364,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
430,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-093,1991,18.8,1,17,5,29.4,0.91,0.27,0.06,0.2,16.1,1,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
431,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-090,1992,14.4,3,25,5,20,1.74,0.35,0.12,0.6,13.9,0,0,0,1.9,1.9,0.08,1.1,1.1,Matches
432,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-138,1986,27,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
433,Ken Sema,,se SWE,MFFW,Watford,28-174,1993,6.1,0,2,1,50,0.33,0.16,0,0,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
434,Nelson Semedo,,pt POR,DF,Wolves,28-127,1993,22.1,0,17,3,17.6,0.77,0.14,0,0,20.1,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
435,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-309,2000,6,0,3,1,33.3,0.5,0.17,0,0,15.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
436,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-166,1999,7.6,0,4,1,25,0.52,0.13,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
437,Luke Shaw,,eng ENG,DF,Manchester Utd,26-254,1995,17.3,0,6,1,16.7,0.35,0.06,0,0,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
438,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-024,1992,17,2,24,12,50,1.41,0.7,0.08,0.17,25.8,4,0,0,0.8,0.8,0.03,1.2,1.2,Matches
439,Francisco Sierralta,,cl CHI,DF,Watford,24-321,1997,4.7,0,1,1,100,0.21,0.21,0,0,9,0,0,0,0,0,0.05,0,0,Matches
440,Bernardo Silva,,pt POR,MFFW,Manchester City,27-225,1994,26.7,7,41,16,39,1.53,0.6,0.17,0.44,11.9,0,0,0,6.4,6.4,0.16,0.6,0.6,Matches
441,Fabio Silva,,pt POR,FWMF,Wolves,19-247,2002,2.9,0,10,2,20,3.4,0.68,0,0,13.5,0,0,0,1,1,0.1,-1,-1,Matches
442,Thiago Silva,,br BRA,DF,Chelsea,37-182,1984,21.3,3,13,5,38.5,0.61,0.24,0.23,0.6,10.1,0,0,0,0.7,0.7,0.05,2.3,2.3,Matches
443,Ellis Simms,,eng ENG,FW,Everton,21-077,2001,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
444,Moussa Sissoko,,fr FRA,MF,Watford,32-219,1989,26.8,2,19,6,31.6,0.71,0.22,0.11,0.33,18.3,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches
445,Oliver Skipp,,eng ENG,MF,Tottenham,21-188,2000,15,0,4,1,25,0.27,0.07,0,0,24.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
446,William Smallbone,,ie IRL,MFFW,Southampton,22-030,2000,1.3,0,1,0,0,0.79,0,0,,17.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
447,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-238,2000,16.7,9,34,20,58.8,2.03,1.2,0.26,0.45,16,0,0,0,4.7,4.7,0.14,4.3,4.3,Matches
448,Cedric Soares,,pt POR,DF,Arsenal,30-204,1991,9.2,0,5,0,0,0.54,0,0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
449,Tomas Soucek,,cz CZE,MF,West Ham,27-024,1995,27.9,4,40,9,22.5,1.44,0.32,0.1,0.44,12.3,0,0,0,4.2,3.8,0.1,-0.2,0.2,Matches
