,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Matches
292,Douglas Luiz,,br BRA,MF,Aston Villa,23-330,1998,23.1,2.42,2.42,1.39,0.65,0.04,0.09,0.26,0,0.22,0.22,0.04,0.09,0,0.04,0.04,0,Matches
293,Romelu Lukaku,,be BEL,FW,Chelsea,28-326,1993,13.8,2.25,2.25,1.59,0,0.22,0.14,0.29,0,0.22,0.22,0,0,0.07,0,0.14,0,Matches
294,Lyanco,,br BRA,DF,Southampton,25-062,1997,6.1,0.98,0.98,0.66,0,0,0.16,0,0.16,0,0,0,0,0,0,0,0,Matches
295,Alexis Mac Allister,,ar ARG,MFFW,Brighton,23-101,1998,15.9,3.02,3.03,2.01,0.5,0.06,0.13,0.19,0.13,0.19,0.19,0,0.13,0,0.06,0,0,Matches
296,James Maddison,,eng ENG,MFFW,Leicester City,25-132,1996,20.1,3.63,3.63,2.04,0.55,0.3,0.3,0.4,0.05,0.7,0.7,0.45,0.05,0.05,0.05,0.1,0,Matches
297,Harry Maguire,,eng ENG,DF,Manchester Utd,29-030,1993,23.7,0.72,0.72,0.38,0.08,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
298,Riyad Mahrez,,dz ALG,FW,Manchester City,31-042,1991,13.5,3.56,3.56,2.67,0.52,0.07,0.22,0.07,0,0.44,0.45,0.3,0.07,0,0.07,0,0,Matches
299,Ainsley Maitland-Niles,,eng ENG,MF,Arsenal,24-218,1997,3,2.67,2.69,1.67,0.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,Matches
300,Sadio Mane,,sn SEN,FW,Liverpool,29-359,1992,25,2.96,2.96,2.04,0,0.12,0.48,0.2,0.12,0.4,0.4,0.16,0,0.04,0.16,0.04,0,Matches
301,Javier Manquillo,,es ESP,DF,Newcastle Utd,27-334,1994,14,0.64,0.64,0.57,0,0,0,0.07,0,0.29,0.29,0.21,0,0,0,0.07,0,Matches
302,Fernando Marcal,,br BRA,DF,Wolves,33-044,1989,15.2,1.05,1.06,0.92,0,0,0.07,0.07,0,0.07,0.07,0,0,0,0.07,0,0,Matches
303,Solly March,,eng ENG,DFFW,Brighton,27-258,1994,14.7,3.88,3.88,2.45,0.82,0.34,0,0.14,0.14,0.2,0.2,0.14,0,0,0,0.07,0,Matches
304,Pablo Mari,,es ESP,DF,Arsenal,28-216,1993,2,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
305,Anthony Martial,,fr FRA,FW,Manchester Utd,26-120,1995,2.4,1.25,1.27,1.25,0,0,0,0,0,0.83,0.85,0.83,0,0,0,0,0,Matches
306,Martinelli,,br BRA,FWMF,Arsenal,20-290,2001,13.8,3.04,3.03,2.1,0.29,0.22,0.29,0.07,0.07,0.43,0.43,0.22,0.14,0,0.07,0,0,Matches
307,Emiliano Martinez,,ar ARG,GK,Aston Villa,29-214,1992,29,0.1,0.1,0.1,0,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
308,Adam Masina,,ma MAR,DF,Watford,28-092,1994,9.6,0.94,0.94,0.52,0.31,0,0,0,0.1,0,0,0,0,0,0,0,0,Matches
309,Arthur Masuaku,,cd COD,DFFW,West Ham,28-148,1993,6.2,0.97,0.96,0.65,0.32,0,0,0,0,0.32,0.32,0.16,0.16,0,0,0,0,Matches
310,Jean-Philippe Mateta,,fr FRA,FW,Crystal Palace,24-280,1997,7.2,1.39,1.38,1.25,0,0,0.14,0,0,0.28,0.28,0.14,0,0,0.14,0,0,Matches
311,Nemanja Mati?,,rs SRB,MF,Manchester Utd,33-246,1988,10.4,2.12,2.12,1.83,0,0,0,0.1,0.19,0.29,0.29,0.29,0,0,0,0,0,Matches
312,Joel Matip,,cm CMR,DF,Liverpool,30-239,1991,24,1.13,1.13,0.92,0,0,0.17,0.04,0,0.25,0.25,0.21,0,0,0,0.04,0,Matches
313,Neal Maupay,,fr FRA,FW,Brighton,25-233,1996,23.6,2.5,2.5,1.86,0,0.21,0.25,0.17,0,0.13,0.13,0.13,0,0,0,0,0,Matches
314,Bryan Mbeumo,,fr FRA,FWMF,Brentford,22-240,1999,25.7,2.3,2.3,1.52,0.35,0.27,0.12,0,0.04,0.35,0.35,0.31,0.04,0,0,0,0,Matches
315,James McArthur,,sct SCO,MF,Crystal Palace,34-179,1987,12.9,1.86,1.85,1.63,0,0.08,0,0.08,0.08,0.16,0.15,0.16,0,0,0,0,0,Matches
316,James Mcatee,,eng ENG,MFFW,Manchester City,19-168,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Kasey McAteer,,eng ENG,FW,Leicester City,20-133,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Liam McCarron,,sct SCO,FW,Leeds United,21-028,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
319,Alex McCarthy,,eng ENG,GK,Southampton,32-122,1989,15,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,John McGinn,,sct SCO,MF,Aston Villa,27-168,1994,26.3,2.85,2.85,1.86,0.72,0.04,0.08,0.15,0,0.11,0.11,0.08,0.04,0,0,0,0,Matches
321,Stuart McKinstry,,sct SCO,MF,Leeds United,19-198,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Kenny McLean,,sct SCO,MF,Norwich City,30-086,1992,27.3,0.99,0.99,0.77,0.07,0,0.07,0,0.07,0.04,0.04,0.04,0,0,0,0,0,Matches
323,Dwight McNeil,,eng ENG,MF,Burnley,22-133,1999,26.5,2.34,2.34,1.36,0.45,0.15,0.11,0.26,0,0.11,0.11,0.08,0.04,0,0,0,0,Matches
324,Scott McTominay,,sct SCO,MF,Manchester Utd,25-117,1996,21.5,1.81,1.81,1.44,0,0.14,0.05,0.09,0.09,0.28,0.28,0.19,0,0,0.05,0,0.05,Matches
325,Ben Mee,,eng ENG,DF,Burnley,32-193,1989,20.4,0.39,0.39,0.25,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0,Matches
326,Benjamin Mendy,,fr FRA,DF,Manchester City,27-261,1994,0.9,4.44,4.62,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
327,Edouard Mendy,,sn SEN,GK,Chelsea,30-034,1992,25,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
328,Nampalys Mendy,,sn SEN,MF,Leicester City,29-285,1992,2.8,0.71,0.71,0.71,0,0,0,0,0,0.36,0.35,0.36,0,0,0,0,0,Matches
329,Illan Meslier,,fr FRA,GK,Leeds United,22-033,2000,30.6,0.07,0.07,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,Matches
330,Luka Milivojevi?,,rs SRB,MF,Crystal Palace,30-362,1991,7.2,1.53,1.52,0.83,0.56,0,0,0.14,0,0.14,0.14,0.14,0,0,0,0,0,Matches
331,James Milner,,eng ENG,MFDF,Liverpool,36-090,1986,7.1,2.54,2.55,1.83,0.42,0.14,0.14,0,0,0.14,0.14,0.14,0,0,0,0,0,Matches
332,Yerry Mina,,co COL,DF,Everton,27-193,1994,7.2,0.28,0.28,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0,Matches
333,Takumi Minamino,,jp JPN,FWMF,Liverpool,27-078,1995,1.1,4.55,4.69,2.73,0,0,0,0.91,0.91,0.91,0.94,0.91,0,0,0,0,0,Matches
334,Tyrone Mings,,eng ENG,DF,Aston Villa,29-022,1993,27.4,0.8,0.8,0.62,0,0,0.11,0.07,0,0.15,0.15,0.11,0,0,0.04,0,0,Matches
335,Tyrick Mitchell,,eng ENG,DF,Crystal Palace,22-215,1999,28.9,1.18,1.18,1.04,0.03,0,0.03,0.03,0.03,0.17,0.17,0.17,0,0,0,0,0,Matches
336,Jakub Moder,,pl POL,MFFW,Brighton,22-362,1999,18.9,1.96,1.96,1.22,0.16,0.16,0.32,0,0.11,0.21,0.21,0.16,0,0,0.05,0,0,Matches
337,Wesley Moraes,,br BRA,FW,Aston Villa,25-129,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
338,Tyler Morton,,eng ENG,MF,Liverpool,19-155,2002,0.7,1.43,1.36,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Mason Mount,,eng ENG,MFFW,Chelsea,23-084,1999,19.5,3.69,3.69,2.1,0.92,0.21,0.26,0.21,0,0.51,0.51,0.21,0.21,0,0.05,0.05,0,Matches
340,Lucas Moura,,br BRA,FWMF,Tottenham,29-234,1992,17.3,3.06,3.07,2.43,0,0.17,0.12,0.29,0.06,0.46,0.46,0.46,0,0,0,0,0,Matches
341,Joao Moutinho,,pt POR,MF,Wolves,35-208,1986,26.1,2.03,2.03,1.19,0.65,0,0.08,0,0.11,0.15,0.15,0.11,0.04,0,0,0,0,Matches
342,Bali Mumba,,eng ENG,DF,Norwich City,20-178,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Jacob Murphy,,eng ENG,DFFW,Newcastle Utd,27-039,1995,13.9,2.81,2.81,2.23,0,0.29,0.22,0.07,0,0.22,0.22,0.07,0,0,0.07,0.07,0,Matches
344,Enock Mwepu,,zm ZAM,MF,Brighton,24-093,1998,7.2,2.08,2.07,1.67,0,0,0.14,0.28,0,0.69,0.69,0.56,0,0,0,0.14,0,Matches
345,Vitaliy Mykolenko,,ua UKR,DF,Everton,22-310,1999,3,0.67,0.67,0.67,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,Matches
346,Marvelous Nakamba,,zw ZIM,MF,Aston Villa,28-075,1994,8.4,0.71,0.71,0.6,0,0,0,0.12,0,0,0,0,0,0,0,0,0,Matches
347,Wilfred Ndidi,,ng NGA,MFDF,Leicester City,25-109,1996,18,0.78,0.78,0.5,0,0,0.17,0.06,0.06,0.11,0.11,0.06,0,0,0.06,0,0,Matches
348,Tanguy Ndombele,,fr FRA,MF,Tottenham,25-097,1996,5.4,2.41,2.42,1.85,0,0.19,0.19,0.19,0,0.19,0.19,0.19,0,0,0,0,0,Matches
349,Reiss Nelson,,eng ENG,FW,Arsenal,22-115,1999,0.2,15,13.5,10,0,0,5,0,0,0,0,0,0,0,0,0,0,Matches
350,Pedro Neto,,pt POR,MFFW,Wolves,22-026,2000,1.7,4.71,4.83,2.94,0.59,0.59,0,0.59,0,0,0,0,0,0,0,0,0,Matches
351,Ruben Neves,,pt POR,MF,Wolves,25-022,1997,25.2,1.75,1.74,1.47,0.08,0,0.08,0.08,0.04,0.12,0.12,0.12,0,0,0,0,0,Matches
352,Jeremy Ngakia,,eng ENG,DF,Watford,21-209,2000,7,1.14,1.14,0.71,0.29,0,0.14,0,0,0.14,0.14,0.14,0,0,0,0,0,Matches
353,Saul Niguez,,es ESP,DFMF,Chelsea,27-134,1994,3.8,0.79,0.78,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
354,Eddie Nketiah,,eng ENG,FWMF,Arsenal,22-309,1999,1.4,2.86,2.88,2.86,0,0,0,0,0,0.71,0.72,0.71,0,0,0,0,0,Matches
355,Nicolas Nkoulou,,cm CMR,DF,Watford,32-008,1990,1.9,0.53,0.54,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
356,Mark Noble,,eng ENG,MF,West Ham,34-331,1987,1.6,1.25,1.22,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
357,Mathias Normann,,no NOR,MF,Norwich City,25-311,1996,12.9,1.78,1.79,0.7,0.16,0.31,0.23,0.16,0.23,0.16,0.16,0.16,0,0,0,0,0,Matches
358,Christian Norgaard,,dk DEN,MF,Brentford,28-025,1994,29.2,1.34,1.34,1.13,0,0.1,0.03,0.03,0.03,0.14,0.14,0.1,0,0.03,0,0,0,Matches
359,Angelo Ogbonna,,it ITA,DF,West Ham,33-316,1988,10.2,0.2,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,Matches
360,Michael Olise,,fr FRA,FWMF,Crystal Palace,20-113,2001,10.8,2.96,2.97,2.41,0.28,0.09,0.09,0.09,0,0.65,0.65,0.56,0,0,0.09,0,0,Matches
361,Andrew Omobamidele,,ie IRL,DF,Norwich City,19-285,2002,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Tyler Onyango,,eng ENG,MFFW,Everton,19-031,2003,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Frank Onyeka,,ng NGA,MF,Brentford,24-093,1998,11.6,1.47,1.46,0.95,0,0.09,0.09,0.34,0,0.09,0.09,0,0,0,0,0.09,0,Matches
364,Divock Origi,,be BEL,FW,Liverpool,26-351,1995,0.8,1.25,1.18,0,0,0,1.25,0,0,1.25,1.18,0,0,0,1.25,0,0,Matches
365,Alex Oxlade-Chamberlain,,eng ENG,MFFW,Liverpool,28-232,1993,8.7,2.41,2.41,1.95,0,0.23,0,0.11,0.11,0.11,0.11,0.11,0,0,0,0,0,Matches
366,Cole Palmer,,eng ENG,FWMF,Manchester City,19-333,2002,1.4,5,5.12,2.86,0,0,1.43,0.71,0,0.71,0.73,0,0,0,0.71,0,0,Matches
367,Emerson Palmieri,,it ITA,DF,Chelsea,27-244,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Thomas Partey,,gh GHA,MF,Arsenal,28-295,1993,21.7,2.35,2.35,1.8,0,0.23,0.18,0.14,0,0.14,0.14,0.09,0,0,0.05,0,0,Matches
369,Joao Pedro,,br BRA,FWMF,Watford,20-190,2001,12.2,2.95,2.95,2.13,0,0.41,0.16,0.16,0.08,0.25,0.25,0.16,0,0,0.08,0,0,Matches
370,Nicolas Pepe,,ci CIV,FWMF,Arsenal,26-310,1995,6.7,3.73,3.73,1.94,1.34,0.15,0.3,0,0,0.45,0.45,0.15,0,0,0.3,0,0,Matches
371,Ricardo Pereira,,pt POR,DF,Leicester City,28-180,1993,9.8,2.14,2.15,1.73,0,0.31,0,0,0.1,0.51,0.51,0.31,0,0.1,0,0,0.1,Matches
372,Ayoze Perez,,es ESP,FWMF,Leicester City,28-255,1993,2.4,4.17,4.09,3.75,0,0,0.42,0,0,0.42,0.41,0.42,0,0,0,0,0,Matches
373,Sonny Perkins,,eng ENG,FW,West Ham,18-053,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
374,Romain Perraud,,fr FRA,DF,Southampton,24-194,1997,13.4,1.27,1.27,0.97,0,0.07,0.07,0.07,0.07,0.15,0.15,0.15,0,0,0,0,0,Matches
375,Kalvin Phillips,,eng ENG,MF,Leeds United,26-123,1995,11.4,1.49,1.49,1.14,0.09,0,0.09,0,0.18,0.26,0.26,0.26,0,0,0,0,0,Matches
376,Jaden Philogene Bidace,,eng ENG,FW,Aston Villa,19-321,2002,0.1,10,18,0,0,0,0,10,0,0,0,0,0,0,0,0,0,Matches
377,Jordan Pickford,,eng ENG,GK,Everton,28-028,1994,26,0.12,0.12,0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
378,Erik Pieters,,nl NED,DF,Burnley,33-240,1988,7.9,0.76,0.76,0.51,0.25,0,0,0,0,0,0,0,0,0,0,0,0,Matches
379,Ethan Pinnock,,jm JAM,DF,Brentford,28-310,1993,28.7,0.66,0.66,0.49,0.07,0,0.1,0,0,0.07,0.07,0.03,0,0,0.03,0,0,Matches
380,Daniel Podence,,pt POR,FWMF,Wolves,26-165,1995,16.3,3.74,3.74,2.88,0,0.25,0.31,0.25,0.06,0.25,0.25,0.18,0,0,0.06,0,0,Matches
381,Paul Pogba,,fr FRA,MFFW,Manchester Utd,29-020,1993,13.5,3.63,3.64,2.81,0.07,0.3,0.07,0.37,0,0.81,0.82,0.74,0.07,0,0,0,0,Matches
382,Nick Pope,,eng ENG,GK,Burnley,29-350,1992,26,0.23,0.23,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,Matches
383,Teemu Pukki,,fi FIN,FW,Norwich City,32-006,1990,28.2,1.45,1.46,0.92,0,0.14,0.04,0.32,0.04,0.11,0.11,0.07,0,0,0,0.04,0,Matches
384,Christian Pulisic,,us USA,MFFW,Chelsea,23-198,1998,10.5,1.62,1.61,1.33,0,0,0,0.19,0.1,0.1,0.09,0.1,0,0,0,0,0,Matches
385,Przemyslaw Placheta,,pl POL,FWMF,Norwich City,24-012,1998,4.9,2.04,2.03,0.61,0.41,0.41,0,0.61,0,0,0,0,0,0,0,0,0,Matches
386,Jesuran Rak Sakyi,,eng ENG,MF,Crystal Palace,19-181,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
387,Aaron Ramsdale,,eng ENG,GK,Arsenal,23-325,1998,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
388,Jacob Ramsey,,eng ENG,MF,Aston Villa,20-311,2001,22.4,2.1,2.09,1.61,0,0.09,0.04,0.31,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
389,Marcus Rashford,,eng ENG,FWMF,Manchester Utd,24-155,1997,10.8,2.59,2.59,1.57,0,0.37,0.19,0.46,0,0.28,0.28,0.28,0,0,0,0,0,Matches
390,Milot Rashica,,xk KVX,FWMF,Norwich City,25-280,1996,18.9,2.17,2.17,1.27,0.63,0.05,0.11,0.05,0.05,0.21,0.21,0.16,0.05,0,0,0,0,Matches
391,David Raya,,es ESP,GK,Brentford,26-201,1995,17,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
392,Nathan Redmond,,eng ENG,MFFW,Southampton,28-029,1994,15.1,3.31,3.32,2.58,0.26,0.07,0.26,0.07,0.07,0.4,0.4,0.26,0.07,0,0,0.07,0,Matches
393,Sergio Reguilon,,es ESP,DF,Tottenham,25-109,1996,19.5,2.62,2.61,2.05,0.15,0.15,0.1,0.15,0,0.26,0.26,0.26,0,0,0,0,0,Matches
394,Declan Rice,,eng ENG,MF,West Ham,23-080,1999,29,1.76,1.76,1.48,0.03,0.07,0.03,0.03,0.1,0.24,0.24,0.24,0,0,0,0,0,Matches
395,Taylor Richards,,eng ENG,MFFW,Brighton,21-121,2000,0.3,3.33,3.6,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
396,Richarlison,,br BRA,FWMF,Everton,24-329,1997,19.2,2.24,2.24,1.61,0,0.05,0.21,0.36,0,0.26,0.26,0.21,0,0,0.05,0,0,Matches
397,Jairo Riedewald,,nl NED,MF,Crystal Palace,25-207,1996,1.3,2.31,2.29,1.54,0.77,0,0,0,0,0,0,0,0,0,0,0,0,Matches
398,Matt Ritchie,,sct SCO,DF,Newcastle Utd,32-206,1989,14.6,2.74,2.73,1.23,1.44,0,0.07,0,0,0.21,0.2,0.14,0.07,0,0,0,0,Matches
399,Connor Roberts,,wls WAL,DF,Burnley,26-193,1995,11.2,0.8,0.81,0.54,0.09,0.09,0,0.09,0,0.09,0.09,0.09,0,0,0,0,0,Matches
400,Tyler Roberts,,wls WAL,MFFW,Leeds United,23-082,1999,11,2.55,2.55,2,0,0.18,0.18,0.18,0,0.09,0.09,0.09,0,0,0,0,0,Matches
401,Andrew Robertson,,sct SCO,DF,Liverpool,28-024,1994,22.5,3.47,3.47,2.44,0.67,0.13,0.04,0.13,0.04,0.53,0.53,0.4,0.09,0.04,0,0,0,Matches
402,Joe Rodon,,wls WAL,DF,Tottenham,24-164,1997,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
403,Rodri,,es ESP,MF,Manchester City,25-286,1996,24.4,2.66,2.67,2.34,0.04,0.08,0.12,0,0.08,0.08,0.08,0.08,0,0,0,0,0,Matches
404,Rodrigo,,es ESP,MFFW,Leeds United,31-029,1991,19.1,3.3,3.3,2.67,0.16,0.1,0.05,0.1,0.21,0.21,0.21,0.1,0,0.05,0,0,0.05,Matches
405,Jay Rodriguez,,eng ENG,FW,Burnley,32-249,1989,10.7,1.31,1.3,1.03,0,0,0.19,0.09,0,0.19,0.19,0.19,0,0,0,0,0,Matches
406,Mads Roerslev,,dk DEN,DF,Brentford,22-284,1999,11.5,1.04,1.04,0.7,0,0.09,0.09,0.17,0,0.26,0.26,0.17,0,0,0.09,0,0,Matches
407,Cristian Romero,,ar ARG,DF,Tottenham,23-342,1998,15.5,0.71,0.71,0.58,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,Matches
408,Oriol Romeu,,es ESP,MF,Southampton,30-192,1991,26.4,2.12,2.12,1.97,0,0.04,0.04,0,0.08,0.11,0.11,0.11,0,0,0,0,0,Matches
409,Cristiano Ronaldo,,pt POR,FW,Manchester Utd,37-058,1985,21.3,2.86,2.87,1.97,0,0.42,0.23,0.19,0.05,0.38,0.38,0.19,0,0.09,0.05,0.05,0,Matches
410,Salomon Rondon,,ve VEN,FW,Everton,32-200,1989,7.9,1.9,1.89,1.39,0,0.13,0.25,0,0.13,0,0,0,0,0,0,0,0,Matches
411,Danny Rose,,eng ENG,DF,Watford,31-276,1990,7.7,1.43,1.44,1.3,0.13,0,0,0,0,0.13,0.13,0,0.13,0,0,0,0,Matches
412,Jon Rowe,,eng ENG,FWMF,Norwich City,18-339,2003,1.5,3.33,3.36,2.67,0,0.67,0,0,0,0.67,0.67,0.67,0,0,0,0,0,Matches
413,Antonio Rudiger,,de GER,DF,Chelsea,29-032,1993,27,1.19,1.19,1,0,0.04,0.07,0.07,0,0.3,0.3,0.19,0,0,0.04,0.07,0,Matches
414,Lukas Rupp,,de GER,MF,Norwich City,31-086,1991,6.5,3.38,3.38,2.77,0,0.31,0.15,0.15,0,0,0,0,0,0,0,0,0,Matches
415,Jose Sa,,pt POR,GK,Wolves,29-077,1993,31,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
416,Allan Saint-Maximin,,fr FRA,FWMF,Newcastle Utd,25-023,1997,23.7,3.92,3.92,2.45,0.08,0.84,0.21,0.25,0.08,0.3,0.3,0.21,0,0,0.04,0.04,0,Matches
417,Romain Saiss,,ma MAR,DF,Wolves,32-009,1990,27.4,0.47,0.47,0.44,0,0,0.04,0,0,0,0,0,0,0,0,0,0,Matches
418,Bukayo Saka,,eng ENG,FWMF,Arsenal,20-211,2001,23.7,4.18,4.17,2.91,0.46,0.38,0.13,0.25,0.04,0.34,0.34,0.25,0.04,0,0,0.04,0,Matches
419,Mohamed Salah,,eg EGY,FW,Liverpool,29-293,1992,25.9,4.52,4.52,3.01,0,0.77,0.58,0.12,0.04,0.85,0.85,0.54,0,0.19,0.08,0.04,0,Matches
420,Mohammed Salisu,,gh GHA,DF,Southampton,22-352,1999,27,0.85,0.85,0.67,0,0,0.11,0,0.07,0.11,0.11,0.11,0,0,0,0,0,Matches
421,Albert Sambi Lokonga,,be BEL,MF,Arsenal,22-164,1999,10.1,2.18,2.18,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
422,Davinson Sanchez,,co COL,DF,Tottenham,25-296,1996,14.8,0.88,0.88,0.81,0,0,0.07,0,0,0.07,0.07,0.07,0,0,0,0,0,Matches
423,Robert Sanchez,,es ESP,GK,Brighton,24-137,1997,29,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
424,Jadon Sancho,,eng ENG,FWMF,Manchester Utd,22-010,2000,17.6,3.92,3.92,3.18,0.17,0.4,0.11,0.06,0,0.4,0.4,0.28,0,0.11,0,0,0,Matches
425,Morgan Sanson,,fr FRA,MF,Aston Villa,27-229,1994,4,0.75,0.76,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,Matches
426,Samir Santos,,br BRA,DF,Watford,27-120,1994,12,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Josh Sargent,,us USA,FWMF,Norwich City,22-043,2000,17.3,1.5,1.5,1.04,0,0.06,0.17,0.23,0,0.12,0.12,0.06,0,0.06,0,0,0,Matches
428,Jeremy Sarmiento,,ec ECU,FWDF,Brighton,19-292,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
429,Ismaila Sarr,,sn SEN,MFFW,Watford,24-038,1998,15.9,2.14,2.13,1.64,0,0.25,0,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,Matches
430,Malang Sarr,,fr FRA,DF,Chelsea,23-071,1999,4.7,1.28,1.29,1.28,0,0,0,0,0,0.21,0.21,0.21,0,0,0,0,0,Matches
431,Dane Scarlett,,eng ENG,MF,Tottenham,18-011,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Fabian Schar,,ch SUI,DF,Newcastle Utd,30-105,1991,19.8,0.81,0.81,0.56,0.1,0.1,0.05,0,0,0.2,0.2,0.15,0,0.05,0,0,0,Matches
433,Jeffrey Schlupp,,gh GHA,MFFW,Crystal Palace,29-102,1992,14.4,1.94,1.95,1.46,0,0.21,0.21,0.07,0,0.28,0.28,0.14,0,0.07,0,0.07,0,Matches
434,Kasper Schmeichel,,dk DEN,GK,Leicester City,35-150,1986,28,0.11,0.11,0.11,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
435,Ken Sema,,se SWE,MFFW,Watford,28-186,1993,6.1,1.31,1.3,0.82,0.16,0,0,0.16,0.16,0,0,0,0,0,0,0,0,Matches
436,Nelson Semedo,,pt POR,DF,Wolves,28-139,1993,22.1,1.58,1.58,1.22,0,0.18,0.09,0.09,0,0.05,0.05,0.05,0,0,0,0,0,Matches
437,Ryan Sessegnon,,eng ENG,DFMF,Tottenham,21-321,2000,6,1.17,1.17,1,0,0.17,0,0,0,0.33,0.34,0.33,0,0,0,0,0,Matches
438,Jamie Shackleton,,eng ENG,DFMF,Leeds United,22-178,1999,7.6,1.05,1.05,0.79,0.13,0,0.13,0,0,0.13,0.13,0,0,0,0.13,0,0,Matches
439,Luke Shaw,,eng ENG,DF,Manchester Utd,26-266,1995,17.8,3.6,3.6,2.3,1.18,0,0,0,0.11,0.34,0.34,0.28,0.06,0,0,0,0,Matches
440,Jonjo Shelvey,,eng ENG,MF,Newcastle Utd,30-036,1992,18,2.06,2.05,1.44,0.39,0.06,0,0,0.17,0.11,0.11,0.06,0,0,0,0,0.06,Matches
441,Francisco Sierralta,,cl CHI,DF,Watford,24-333,1997,4.7,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
442,Bernardo Silva,,pt POR,MFFW,Manchester City,27-237,1994,26.9,4.13,4.13,3.23,0.07,0.37,0.22,0.22,0,0.41,0.41,0.33,0,0,0.04,0.04,0,Matches
443,Fabio Silva,,pt POR,FW,Wolves,19-259,2002,3.9,2.82,2.8,1.28,0,0.51,0.77,0,0.26,0.26,0.25,0,0,0,0.26,0,0,Matches
444,Thiago Silva,,br BRA,DF,Chelsea,37-194,1984,22.3,0.81,0.81,0.58,0,0,0.13,0.04,0.04,0.04,0.04,0,0,0,0,0.04,0,Matches
445,Ellis Simms,,eng ENG,FW,Everton,21-089,2001,0.7,1.43,1.48,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Moussa Sissoko,,fr FRA,MF,Watford,32-231,1989,27.8,1.94,1.94,1.69,0,0.14,0.04,0.04,0.04,0.11,0.11,0.04,0,0.04,0,0,0.04,Matches
